"","Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90","GA","GA90","SoTA","Saves","Save_percent","W","D","L","CS","CS_percent","PKatt_Penalty","PKA_Penalty","PKsv_Penalty","PKm_Penalty","Save_percent_Penalty","Url"
"640",2024,"Arsenal","Premier League","Aaron Ramsdale","ENG","GK","25",1998,6,6,540,6,5,0.83,14,9,64.3,5,1,0,2,33.3,0,0,0,0,NA,"https://fbref.com/en/players/466fb2c5/Aaron-Ramsdale"
"641",2024,"Arsenal","Premier League","David Raya","ESP","GK","27",1995,32,32,2880,32,24,0.75,69,45,68.1,23,4,5,16,50,3,2,1,0,33.3,"https://fbref.com/en/players/98ea5115/David-Raya"
"642",2024,"Aston Villa","Premier League","Emiliano Martínez","ARG","GK","30",1992,34,34,3015,33.5,48,1.43,139,95,66.2,19,8,7,8,23.5,1,1,0,0,0,"https://fbref.com/en/players/7956236f/Emiliano-Martinez"
"643",2024,"Aston Villa","Premier League","Robin Olsen","SWE","GK","33",1990,5,4,405,4.5,13,2.89,34,20,61.8,1,0,3,0,0,1,0,1,0,100,"https://fbref.com/en/players/e7ee38c3/Robin-Olsen"
"644",2024,"Atalanta","Serie A","Marco Carnesecchi","ITA","GK","23",2000,27,27,2425,26.9,30,1.11,107,75,75.7,15,5,7,8,29.6,7,4,2,1,33.3,"https://fbref.com/en/players/8ec56e62/Marco-Carnesecchi"
"645",2024,"Atalanta","Serie A","Juan Musso","ARG","GK","29",1994,11,11,990,11,12,1.09,34,23,70.6,6,1,4,6,54.5,2,2,0,0,0,"https://fbref.com/en/players/a111cf41/Juan-Musso"
"646",2024,"Atalanta","Serie A","Francesco Rossi","ITA","GK","32",1991,1,0,5,0.1,0,0,1,1,100,0,0,0,1,NA,0,0,0,0,NA,"https://fbref.com/en/players/7b5f516f/Francesco-Rossi"
"647",2024,"Athletic Club","La Liga","Julen Agirrezabala","ESP","GK","22",2000,4,2,238,2.6,4,1.51,12,8,66.7,1,0,1,2,100,0,0,0,0,NA,"https://fbref.com/en/players/a2c1a8d3/Julen-Agirrezabala"
"648",2024,"Athletic Club","La Liga","Unai Simón","ESP","GK","26",1997,36,36,3182,35.4,33,0.93,122,90,73.8,18,11,7,16,44.4,5,1,3,1,75,"https://fbref.com/en/players/5dcf3e90/Unai-Simon"
"649",2024,"Atlético Madrid","La Liga","Jan Oblak","SVN","GK","30",1993,38,38,3420,38,43,1.13,144,101,70.8,24,4,10,13,34.2,2,1,0,1,0,"https://fbref.com/en/players/ee8508c0/Jan-Oblak"
"650",2024,"Augsburg","Bundesliga","Finn Dahmen","GER","GK","25",1998,31,31,2790,31,52,1.68,158,106,71.5,10,9,12,3,9.7,10,7,2,1,22.2,"https://fbref.com/en/players/dee3013b/Finn-Dahmen"
"651",2024,"Augsburg","Bundesliga","Tomáš Koubek","CZE","GK","30",1992,3,3,270,3,8,2.67,25,17,68,0,0,3,0,0,0,0,0,0,NA,"https://fbref.com/en/players/dc366c36/Tomas-Koubek"
"652",2024,"Barcelona","La Liga","Iñaki Peña","ESP","GK","24",1999,10,10,900,10,17,1.7,39,22,56.4,6,2,2,2,20,0,0,0,0,NA,"https://fbref.com/en/players/cc1c5035/Inaki-Pena"
"653",2024,"Barcelona","La Liga","Marc-André ter Stegen","GER","GK","31",1992,28,28,2520,28,27,0.96,102,75,75.5,20,5,3,15,53.6,2,2,0,0,0,"https://fbref.com/en/players/6f51e382/Marc-Andre-ter-Stegen"
"654",2024,"Bayern Munich","Bundesliga","Manuel Neuer","GER","GK","37",1986,23,23,2053,22.8,33,1.45,93,59,66.7,16,1,6,6,26.1,3,2,1,0,33.3,"https://fbref.com/en/players/8778c910/Manuel-Neuer"
"655",2024,"Bayern Munich","Bundesliga","Daniel Peretz","ISR","GK","23",2000,1,0,17,0.2,0,0,0,0,NA,0,0,0,1,NA,0,0,0,0,NA,"https://fbref.com/en/players/3f29b3ba/Daniel-Peretz"
"656",2024,"Bayern Munich","Bundesliga","Sven Ulreich","GER","GK","34",1988,11,11,990,11,12,1.09,31,19,64.5,7,2,2,4,36.4,1,1,0,0,0,"https://fbref.com/en/players/7d3e7da6/Sven-Ulreich"
"657",2024,"Betis","La Liga","Claudio Bravo","CHI","GK","40",1983,7,7,630,7,5,0.71,20,16,75,3,4,0,2,28.6,0,0,0,0,NA,"https://fbref.com/en/players/10072610/Claudio-Bravo"
"658",2024,"Betis","La Liga","Rui Silva","POR","GK","29",1994,28,28,2475,27.5,36,1.31,120,85,75.8,10,9,9,9,32.1,8,7,1,0,12.5,"https://fbref.com/en/players/ea83bfa6/Rui-Silva"
"659",2024,"Betis","La Liga","Fran Vieites","ESP","GK","24",1999,4,3,315,3.5,4,1.14,18,14,77.8,1,2,0,2,66.7,0,0,0,0,NA,"https://fbref.com/en/players/2ae958ab/Fran-Vieites"
"660",2024,"Bochum","Bundesliga","Andreas Luthe","GER","GK","36",1987,1,1,90,1,4,4,4,1,0,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/7fe12375/Andreas-Luthe"
"661",2024,"Bochum","Bundesliga","Manuel Riemann","GER","GK","34",1988,33,33,2970,33,70,2.12,185,116,67,7,12,14,4,12.1,11,9,2,0,18.2,"https://fbref.com/en/players/9f941969/Manuel-Riemann"
"662",2024,"Bologna","Serie A","Nicola Bagnolini","ITA","GK","19",2004,1,0,5,0.1,0,0,1,1,100,0,0,0,0,NA,0,0,0,0,NA,"https://fbref.com/en/players/ad263695/Nicola-Bagnolini"
"663",2024,"Bologna","Serie A","Federico Ravaglia","ITA","GK","23",1999,6,6,535,5.9,3,0.5,18,13,83.3,4,1,1,4,66.7,1,0,1,0,100,"https://fbref.com/en/players/6662d731/Federico-Ravaglia"
"664",2024,"Bologna","Serie A","Łukasz Skorupski","POL","GK","32",1991,32,32,2880,32,29,0.91,106,77,75.5,14,13,5,13,40.6,6,3,1,2,25,"https://fbref.com/en/players/ab4449d6/Lukasz-Skorupski"
"665",2024,"Bournemouth","Premier League","Neto","BRA","GK","34",1989,32,32,2880,32,55,1.72,165,110,69.7,10,9,13,7,21.9,6,5,1,0,16.7,"https://fbref.com/en/players/a9dc785c/Neto"
"666",2024,"Bournemouth","Premier League","Ionuț Radu","ROU","GK","26",1997,2,2,180,2,7,3.5,11,4,36.4,1,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/67f649be/Ionut-Radu"
"667",2024,"Bournemouth","Premier League","Mark Travers","IRL","GK","24",1999,4,4,360,4,5,1.25,18,13,77.8,2,0,2,2,50,1,1,0,0,0,"https://fbref.com/en/players/fe558029/Mark-Travers"
"668",2024,"Brentford","Premier League","Mark Flekken","NED","GK","30",1993,37,37,3285,36.5,63,1.73,176,113,65.3,10,9,18,7,18.9,2,2,0,0,0,"https://fbref.com/en/players/a92ab7be/Mark-Flekken"
"669",2024,"Brentford","Premier League","Thomas Strakosha","ALB","GK","28",1995,2,1,135,1.5,2,1.33,8,6,75,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/339fe0e8/Thomas-Strakosha"
"670",2024,"Brest","Ligue 1","Marco Bizot","NED","GK","32",1991,32,32,2876,32,34,1.06,129,94,75.2,15,10,7,13,40.6,3,2,1,0,33.3,"https://fbref.com/en/players/3d214e5f/Marco-Bizot"
"671",2024,"Brest","Ligue 1","Grégoire Coudert","FRA","GK","24",1999,3,2,181,2,0,0,4,4,100,2,0,0,2,100,0,0,0,0,NA,"https://fbref.com/en/players/ca95200f/Gregoire-Coudert"
"672",2024,"Brighton","Premier League","Jason Steele","ENG","GK","32",1990,17,17,1530,17,34,2,74,42,58.1,5,4,8,2,11.8,3,3,0,0,0,"https://fbref.com/en/players/28300a16/Jason-Steele"
"673",2024,"Brighton","Premier League","Bart Verbruggen","NED","GK","20",2002,21,21,1890,21,28,1.33,91,63,72.5,7,8,6,4,19,3,3,0,0,0,"https://fbref.com/en/players/cf134113/Bart-Verbruggen"
"674",2024,"Burnley","Premier League","Arijanet Muric","KVX","GK","24",1998,10,10,900,10,16,1.6,78,62,80.8,2,4,4,0,0,2,1,1,0,50,"https://fbref.com/en/players/99aa1a84/Arijanet-Muric"
"675",2024,"Burnley","Premier League","James Trafford","ENG","GK","20",2002,28,28,2520,28,62,2.21,166,106,65.7,3,5,20,2,7.1,5,5,0,0,0,"https://fbref.com/en/players/259fea27/James-Trafford"
"676",2024,"Cagliari","Serie A","Simone Aresti","ITA","GK","37",1986,1,0,1,0,1,90,1,0,100,0,0,0,0,NA,1,1,0,0,0,"https://fbref.com/en/players/a9eaccda/Simone-Aresti"
"677",2024,"Cagliari","Serie A","Boris Radunović","SRB","GK","27",1996,7,7,630,7,12,1.71,27,16,55.6,0,2,5,2,28.6,1,0,0,1,NA,"https://fbref.com/en/players/0dfce079/Boris-Radunovic"
"678",2024,"Cagliari","Serie A","Simone Scuffet","ITA","GK","27",1996,31,31,2789,31,55,1.77,129,76,59.7,8,10,13,3,9.7,3,3,0,0,0,"https://fbref.com/en/players/41bd99ea/Simone-Scuffet"
"679",2024,"Celta Vigo","La Liga","Vicente Guaita","ESP","GK","36",1987,27,26,2403,26.7,39,1.46,120,83,70.8,8,7,11,6,23.1,5,4,0,1,0,"https://fbref.com/en/players/ab13a5aa/Vicente-Guaita"
"680",2024,"Celta Vigo","La Liga","Iván Villar","ESP","GK","26",1997,12,12,1014,11.3,18,1.6,44,26,63.6,2,4,6,0,0,3,2,1,0,33.3,"https://fbref.com/en/players/cde52ef5/Ivan-Villar"
"681",2024,"Chelsea","Premier League","Đorđe Petrović","SRB","GK","23",1999,23,22,1987,22.1,38,1.72,108,73,65.7,13,5,4,5,22.7,2,1,0,1,0,"https://fbref.com/en/players/0cf321c8/Djordje-Petrovic"
"682",2024,"Chelsea","Premier League","Robert Sánchez","ESP","GK","25",1997,16,16,1433,15.9,25,1.57,78,52,70.5,5,4,7,3,18.8,3,2,1,0,33.3,"https://fbref.com/en/players/6a713852/Robert-Sanchez"
"683",2024,"Clermont Foot","Ligue 1","Mory Diaw","SEN","GK","30",1993,30,30,2700,30,54,1.8,188,134,74.5,4,8,18,5,16.7,8,6,1,1,14.3,"https://fbref.com/en/players/f41a69e6/Mory-Diaw"
"684",2024,"Clermont Foot","Ligue 1","Massamba Ndiaye","SEN","GK","21",2001,4,4,360,4,6,1.5,24,18,79.2,1,2,1,0,0,1,1,0,0,0,"https://fbref.com/en/players/315fe681/Massamba-Ndiaye"
"685",2024,"Crystal Palace","Premier League","Dean Henderson","ENG","GK","26",1997,18,18,1620,18,30,1.67,86,57,66.3,8,4,6,4,22.2,1,1,0,0,0,"https://fbref.com/en/players/e5a76dfe/Dean-Henderson"
"686",2024,"Crystal Palace","Premier League","Sam Johnstone","ENG","GK","30",1993,20,20,1796,20,27,1.35,67,41,62.7,5,6,9,6,30,2,2,0,0,0,"https://fbref.com/en/players/9e5708be/Sam-Johnstone"
"687",2024,"Crystal Palace","Premier League","Remi Matthews","ENG","GK","29",1994,1,0,4,0,1,22.5,1,0,0,0,0,0,0,NA,0,0,0,0,NA,"https://fbref.com/en/players/27f4f772/Remi-Matthews"
"688",2024,"Cádiz","La Liga","David Gil","ESP","GK","29",1994,5,4,372,4.1,8,1.94,24,17,66.7,0,3,1,1,25,0,0,0,0,NA,"https://fbref.com/en/players/fea23125/David-Gil"
"689",2024,"Cádiz","La Liga","Jeremías Ledesma","ARG","GK","30",1993,34,34,3048,33.9,47,1.39,151,104,70.2,6,12,16,9,26.5,2,2,0,0,0,"https://fbref.com/en/players/6c4776b1/Jeremias-Ledesma"
"690",2024,"Darmstadt 98","Bundesliga","Alexander Brunst","GER","GK","28",1995,3,3,270,3,10,3.33,17,7,41.2,0,1,2,0,0,0,0,0,0,NA,"https://fbref.com/en/players/99219195/Alexander-Brunst"
"691",2024,"Darmstadt 98","Bundesliga","Marcel Schuhen","GER","GK","30",1993,31,31,2790,31,76,2.45,198,123,62.1,3,7,21,3,9.7,2,1,1,0,50,"https://fbref.com/en/players/5fa2e0cf/Marcel-Schuhen"
"692",2024,"Dortmund","Bundesliga","Gregor Kobel","SUI","GK","25",1997,27,27,2365,26.3,34,1.29,118,84,75.4,14,8,5,7,25.9,6,5,1,0,16.7,"https://fbref.com/en/players/cd59b9df/Gregor-Kobel"
"693",2024,"Dortmund","Bundesliga","Alexander Meyer","GER","GK","32",1991,8,7,695,7.7,9,1.17,27,19,66.7,4,1,2,3,42.9,0,0,0,0,NA,"https://fbref.com/en/players/b56dd813/Alexander-Meyer"
"694",2024,"Eint Frankfurt","Bundesliga","Jens Grahl","GER","GK","34",1988,2,2,180,2,2,1,9,7,77.8,1,1,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/f26dee6b/Jens-Grahl"
"695",2024,"Eint Frankfurt","Bundesliga","Kevin Trapp","GER","GK","33",1990,32,32,2880,32,48,1.5,137,87,71.5,10,13,9,7,21.9,11,9,2,0,18.2,"https://fbref.com/en/players/ce17b5eb/Kevin-Trapp"
"696",2024,"Empoli","Serie A","Etrit Berisha","ALB","GK","34",1989,14,14,1260,14,25,1.79,74,49,68.9,3,3,8,4,28.6,3,2,1,0,33.3,"https://fbref.com/en/players/ee833569/Etrit-Berisha"
"697",2024,"Empoli","Serie A","Elia Caprile","ITA","GK","21",2001,23,23,2070,23,27,1.17,106,78,78.3,6,6,11,5,21.7,5,4,1,0,20,"https://fbref.com/en/players/97d7afbd/Elia-Caprile"
"698",2024,"Empoli","Serie A","Samuele Perisan","ITA","GK","25",1997,1,1,90,1,2,2,5,3,60,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/00a17eba/Samuele-Perisan"
"699",2024,"Everton","Premier League","Jordan Pickford","ENG","GK","29",1994,38,38,3420,38,51,1.34,165,117,73.9,13,9,16,13,34.2,8,8,0,0,0,"https://fbref.com/en/players/4806ec67/Jordan-Pickford"
"700",2024,"Fiorentina","Serie A","Oliver Christensen","DEN","GK","24",1999,4,4,360,4,9,2.25,19,10,63.2,1,1,2,0,0,2,2,0,0,0,"https://fbref.com/en/players/af104654/Oliver-Christensen"
"701",2024,"Fiorentina","Serie A","Tommaso Martinelli","ITA","GK","17",2006,1,1,90,1,2,2,3,1,33.3,1,0,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/968ddd14/Tommaso-Martinelli"
"702",2024,"Fiorentina","Serie A","Pietro Terracciano","ITA","GK","33",1990,33,33,2970,33,35,1.06,126,90,77,15,8,10,8,24.2,7,6,1,0,14.3,"https://fbref.com/en/players/e1b0a70d/Pietro-Terracciano"
"703",2024,"Freiburg","Bundesliga","Noah Atubolu","GER","GK","21",2002,34,34,3060,34,58,1.71,158,99,65.2,11,9,14,10,29.4,5,3,2,0,40,"https://fbref.com/en/players/dbd1b101/Noah-Atubolu"
"704",2024,"Frosinone","Serie A","Michele Cerofolini","ITA","GK","24",1999,8,7,675,7.5,11,1.47,28,18,60.7,2,2,3,3,42.9,1,0,0,1,NA,"https://fbref.com/en/players/efdeaff3/Michele-Cerofolini"
"705",2024,"Frosinone","Serie A","Stefano Turati","ITA","GK","21",2001,31,31,2745,30.5,58,1.9,152,94,65.1,6,9,16,4,12.9,7,5,1,1,16.7,"https://fbref.com/en/players/bf168004/Stefano-Turati"
"706",2024,"Fulham","Premier League","Bernd Leno","GER","GK","31",1992,38,38,3420,38,61,1.61,190,133,72.1,13,8,17,10,26.3,8,8,0,0,0,"https://fbref.com/en/players/2628fd2b/Bernd-Leno"
"707",2024,"Genoa","Serie A","Nicola Leali","ITA","GK","30",1993,3,2,176,2,2,1.02,9,7,77.8,1,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/5f9970a0/Nicola-Leali"
"708",2024,"Genoa","Serie A","Josep Martinez","ESP","GK","25",1998,36,36,3239,36,43,1.19,130,87,69.2,11,13,12,8,22.2,4,3,1,0,25,"https://fbref.com/en/players/11d8aff0/Josep-Martinez"
"709",2024,"Genoa","Serie A","Daniele Sommariva","ITA","GK","26",1997,1,0,5,0.1,0,0,0,0,NA,0,0,0,1,NA,0,0,0,0,NA,"https://fbref.com/en/players/a8e7f7e9/Daniele-Sommariva"
"710",2024,"Getafe","La Liga","Daniel Fuzato","BRA","GK","26",1997,1,0,7,0.1,2,25.71,2,0,0,0,0,0,0,NA,0,0,0,0,NA,"https://fbref.com/en/players/82328faf/Daniel-Fuzato"
"711",2024,"Getafe","La Liga","David Soria","ESP","GK","30",1993,38,38,3413,37.9,52,1.37,171,118,72.5,10,13,15,10,26.3,7,5,1,1,16.7,"https://fbref.com/en/players/8f8c6934/David-Soria"
"712",2024,"Girona","La Liga","Paulo Gazzaniga","ARG","GK","31",1992,38,38,3420,38,46,1.21,168,121,75.6,25,6,7,12,31.6,7,5,1,1,16.7,"https://fbref.com/en/players/63d17038/Paulo-Gazzaniga"
"713",2024,"Gladbach","Bundesliga","Moritz Nicolas","GER","GK","25",1997,27,27,2430,27,49,1.81,160,111,71.9,6,11,10,4,14.8,4,4,0,0,0,"https://fbref.com/en/players/226ddf9d/Moritz-Nicolas"
"714",2024,"Gladbach","Bundesliga","Jonas Omlin","SUI","GK","29",1994,7,7,630,7,18,2.57,47,29,66,1,2,4,0,0,2,2,0,0,0,"https://fbref.com/en/players/c631f952/Jonas-Omlin"
"715",2024,"Granada","La Liga","Augusto Batalla","ARG","GK","27",1996,17,17,1530,17,28,1.65,86,58,67.4,3,4,10,3,17.6,0,0,0,0,NA,"https://fbref.com/en/players/fc627681/Augusto-Batalla"
"716",2024,"Granada","La Liga","Raúl Fernández","ESP","GK","35",1988,4,4,280,3.1,11,3.54,17,7,35.3,1,0,3,0,0,1,0,0,1,NA,"https://fbref.com/en/players/6fb59070/Raul-Fernandez"
"717",2024,"Granada","La Liga","André Ferreira","POR","GK","27",1996,15,14,1340,14.9,29,1.95,77,49,66.2,0,5,9,0,0,3,3,0,0,0,"https://fbref.com/en/players/12c6cbef/Andre-Ferreira"
"718",2024,"Granada","La Liga","Marc Martínez","ESP","GK","33",1990,3,3,270,3,11,3.67,23,12,60.9,0,0,3,0,0,2,2,0,0,0,"https://fbref.com/en/players/3496ff67/Marc-Martinez"
"719",2024,"Heidenheim","Bundesliga","Kevin Müller","GER","GK","32",1991,34,34,3060,34,55,1.62,174,121,72.4,10,12,12,6,17.6,10,7,1,2,12.5,"https://fbref.com/en/players/f256f213/Kevin-Muller"
"720",2024,"Hellas Verona","Serie A","Lorenzo Montipò","ITA","GK","27",1996,37,37,3330,37,49,1.32,153,105,69.3,9,10,18,8,21.6,2,2,0,0,0,"https://fbref.com/en/players/c1d95617/Lorenzo-Montipo"
"721",2024,"Hellas Verona","Serie A","Simone Perilli","ITA","GK","28",1995,1,1,90,1,2,2,10,8,80,0,1,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/b9e11c1d/Simone-Perilli"
"722",2024,"Hoffenheim","Bundesliga","Oliver Baumann","GER","GK","33",1990,34,34,3060,34,66,1.94,211,143,69.7,13,7,14,2,5.9,5,2,3,0,60,"https://fbref.com/en/players/47064058/Oliver-Baumann"
"723",2024,"Inter","Serie A","Emil Audero","IDN","GK","26",1997,4,4,337,3.7,3,0.8,11,8,72.7,2,1,1,2,50,0,0,0,0,NA,"https://fbref.com/en/players/649b01d8/Emil-Audero"
"724",2024,"Inter","Serie A","Raffaele Di Gennaro","ITA","GK","29",1993,1,0,23,0.3,0,0,4,4,100,0,0,0,0,NA,0,0,0,0,NA,"https://fbref.com/en/players/7a4050d5/Raffaele-Di-Gennaro"
"725",2024,"Inter","Serie A","Yann Sommer","SUI","GK","34",1988,34,34,3060,34,19,0.56,98,78,82.7,27,6,1,19,55.9,4,2,1,1,33.3,"https://fbref.com/en/players/420c18a1/Yann-Sommer"
"726",2024,"Juventus","Serie A","Mattia Perin","ITA","GK","30",1992,3,3,225,2.5,1,0.4,5,4,80,2,1,0,1,33.3,0,0,0,0,NA,"https://fbref.com/en/players/4c62d0c8/Mattia-Perin"
"727",2024,"Juventus","Serie A","Carlo Pinsoglio","ITA","GK","33",1990,1,0,45,0.5,0,0,3,3,100,0,0,0,1,NA,0,0,0,0,NA,"https://fbref.com/en/players/f6a06749/Carlo-Pinsoglio"
"728",2024,"Juventus","Serie A","Wojciech Szczęsny","POL","GK","33",1990,35,35,3150,35,30,0.86,108,79,74.1,17,13,5,15,42.9,3,2,1,0,33.3,"https://fbref.com/en/players/01b8a2b2/Wojciech-Szczesny"
"729",2024,"Köln","Bundesliga","Marvin Schwäbe","GER","GK","28",1995,34,34,3060,34,60,1.76,168,108,66.1,5,12,17,4,11.8,3,3,0,0,0,"https://fbref.com/en/players/87436846/Marvin-Schwabe"
"730",2024,"Las Palmas","La Liga","Aarón Escandell","ESP","GK","27",1995,2,1,153,1.7,3,1.76,4,1,25,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/67669ce7/Aaron-Escandell"
"731",2024,"Las Palmas","La Liga","Álvaro Vallés","ESP","GK","26",1997,37,37,3263,36.3,44,1.21,152,108,74.3,10,10,17,8,21.6,9,5,3,1,37.5,"https://fbref.com/en/players/0166a73e/Alvaro-Valles"
"732",2024,"Lazio","Serie A","Christos Mandas","GRE","GK","21",2001,9,8,721,8,6,0.75,29,23,79.3,6,1,1,4,50,0,0,0,0,NA,"https://fbref.com/en/players/f794e9ab/Christos-Mandas"
"733",2024,"Lazio","Serie A","Ivan Provedel","ITA","GK","29",1994,30,30,2699,30,33,1.1,119,86,73.9,12,6,12,9,30,3,2,0,1,0,"https://fbref.com/en/players/277da414/Ivan-Provedel"
"734",2024,"Le Havre","Ligue 1","Arthur Desmas","FRA","GK","29",1994,33,33,2970,33,43,1.3,153,111,72.5,7,11,15,7,21.2,3,1,1,1,50,"https://fbref.com/en/players/e8c5dd4d/Arthur-Desmas"
"735",2024,"Le Havre","Ligue 1","Mathieu Gorgelin","FRA","GK","32",1990,1,1,90,1,2,2,5,3,80,0,0,1,0,0,1,1,0,0,0,"https://fbref.com/en/players/4d3e9033/Mathieu-Gorgelin"
"736",2024,"Lecce","Serie A","Wladimiro Falcone","ITA","GK","28",1995,38,38,3420,38,54,1.42,173,119,71.7,8,14,16,7,18.4,6,5,1,0,16.7,"https://fbref.com/en/players/9f5a610b/Wladimiro-Falcone"
"737",2024,"Lens","Ligue 1","Jean-Louis Leca","FRA","GK","37",1985,1,1,90,1,2,2,2,0,0,0,1,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/edbe46dc/Jean-Louis-Leca"
"738",2024,"Lens","Ligue 1","Brice Samba","FRA","GK","29",1994,33,33,2970,33,35,1.06,136,101,78.7,14,8,11,14,42.4,8,6,1,1,14.3,"https://fbref.com/en/players/60d90c55/Brice-Samba"
"739",2024,"Leverkusen","Bundesliga","Lukáš Hrádecký","FIN","GK","33",1989,33,33,2970,33,24,0.73,102,78,76.5,28,5,0,15,45.5,0,0,0,0,NA,"https://fbref.com/en/players/ad3389d5/Lukas-Hradecky"
"740",2024,"Leverkusen","Bundesliga","Matej Kovar","CZE","GK","23",2000,1,1,90,1,0,0,3,3,100,0,1,0,1,100,0,0,0,0,NA,"https://fbref.com/en/players/bc67a0e1/Matej-Kovar"
"741",2024,"Lille","Ligue 1","Lucas Chevalier","FRA","GK","21",2001,33,33,2969,33,32,0.97,123,91,76.4,16,10,7,15,45.5,5,3,2,0,40,"https://fbref.com/en/players/b3d76d84/Lucas-Chevalier"
"742",2024,"Lille","Ligue 1","Vito Mannone","ITA","GK","35",1988,2,1,91,1,2,1.98,5,3,60,0,1,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/c4173f1a/Vito-Mannone"
"743",2024,"Liverpool","Premier League","Alisson","BRA","GK","30",1992,28,28,2520,28,30,1.07,109,80,73.4,16,8,4,8,28.6,1,1,0,0,0,"https://fbref.com/en/players/7a2e46a8/Alisson"
"744",2024,"Liverpool","Premier League","Caoimhín Kelleher","IRL","GK","24",1998,10,10,900,10,11,1.1,38,28,71.1,8,2,0,2,20,0,0,0,0,NA,"https://fbref.com/en/players/62d7ef38/Caoimhin-Kelleher"
"745",2024,"Lorient","Ligue 1","Yvon Mvogo","SUI","GK","29",1994,34,34,3060,34,66,1.94,207,142,72,7,8,19,4,11.8,8,8,0,0,0,"https://fbref.com/en/players/dc29b608/Yvon-Mvogo"
"746",2024,"Luton Town","Premier League","Thomas Kaminski","BEL","GK","30",1992,38,38,3405,37.8,85,2.25,221,140,63.3,6,8,24,2,5.3,4,4,0,0,0,"https://fbref.com/en/players/1caa93a5/Thomas-Kaminski"
"747",2024,"Luton Town","Premier League","James Shea","ENG","GK","32",1991,1,0,15,0.2,0,0,2,2,100,0,0,0,0,NA,0,0,0,0,NA,"https://fbref.com/en/players/ee7c0a5e/James-Shea"
"748",2024,"Lyon","Ligue 1","Anthony Lopes","POR","GK","32",1990,31,31,2790,31,49,1.58,155,106,71,16,4,11,9,29,6,4,1,1,20,"https://fbref.com/en/players/f00de885/Anthony-Lopes"
"749",2024,"Lyon","Ligue 1","Rémy Riou","FRA","GK","35",1987,3,3,270,3,6,2,14,8,57.1,0,1,2,1,33.3,0,0,0,0,NA,"https://fbref.com/en/players/7f41ee30/Remy-Riou"
"750",2024,"Mainz 05","Bundesliga","Daniel Batz","GER","GK","32",1991,4,4,360,4,3,0.75,17,14,82.4,0,2,2,1,25,0,0,0,0,NA,"https://fbref.com/en/players/ec759ba1/Daniel-Batz"
"751",2024,"Mainz 05","Bundesliga","Robin Zentner","GER","GK","28",1994,30,30,2700,30,48,1.6,128,81,64.8,7,12,11,7,23.3,4,3,0,1,0,"https://fbref.com/en/players/5c4bf6ba/Robin-Zentner"
"752",2024,"Mallorca","La Liga","Iván Cuéllar","ESP","GK","39",1984,1,1,90,1,1,1,6,5,83.3,1,0,0,0,0,0,0,0,0,NA,"https://fbref.com/en/players/75751c99/Ivan-Cuellar"
"753",2024,"Mallorca","La Liga","Dominik Greif","SVK","GK","26",1997,1,1,90,1,0,0,4,4,100,0,1,0,1,100,0,0,0,0,NA,"https://fbref.com/en/players/30061f53/Dominik-Greif"
"754",2024,"Mallorca","La Liga","Predrag Rajković","SRB","GK","27",1995,36,36,3240,36,43,1.19,138,95,71.7,7,15,14,9,25,5,4,1,0,20,"https://fbref.com/en/players/58ad9383/Predrag-Rajkovic"
"755",2024,"Manchester City","Premier League","Ederson","BRA","GK","29",1993,33,33,2785,30.9,27,0.87,82,56,70.7,24,6,3,10,30.3,3,3,0,0,0,"https://fbref.com/en/players/3bb7b8b4/Ederson"
"756",2024,"Manchester City","Premier League","Stefan Ortega","GER","GK","30",1992,9,5,635,7.1,7,0.99,27,20,74.1,4,1,0,3,60,0,0,0,0,NA,"https://fbref.com/en/players/c1242d4e/Stefan-Ortega"
"757",2024,"Manchester Utd","Premier League","André Onana","CMR","GK","27",1996,38,38,3420,38,58,1.53,203,146,74.9,18,6,14,9,23.7,7,7,0,0,0,"https://fbref.com/en/players/e9c0c1b2/Andre-Onana"
"758",2024,"Marseille","Ligue 1","Rubén Blanco","ESP","GK","28",1995,2,1,121,1.3,2,1.49,6,4,66.7,0,0,1,0,0,0,0,0,0,NA,"https://fbref.com/en/players/967f34d3/Ruben-Blanco"
"759",2024,"Marseille","Ligue 1","Pau López","ESP","GK","28",1994,33,33,2939,32.7,39,1.19,124,86,71,13,11,9,7,21.2,3,3,0,0,0,"https://fbref.com/en/players/20b9f052/Pau-Lopez"
"760",2024,"Metz","Ligue 1","Guillaume Dietsch","FRA","GK","22",2001,1,0,73,0.8,1,1.23,3,2,66.7,0,0,0,0,NA,0,0,0,0,NA,"https://fbref.com/en/players/e11a39aa/Guillaume-Dietsch"
